FWC CONSTANT T_ALERTE LIST;CONSTANT BLOCK: CST_ALERTE;DATE: 2020/12/02_11:35:15;VARIANTE: ;ISSUE: ;;;;;;;;;;;;;;;;;
NAME;IDALERTE;PRIORITY;TITLE;TYPE;SUBTYPE;Spare CLR;Spare RCL;C;EC;FLIGHTPHASE;TD;Sound;SynthVoice;Hybride;SystPage;ML;Msg Spare;Msg CMF Compute;Msg CMF Display;Msg Classe4;CL Phase
FWIS_L_OUTR_AIL;2710N030;20;F/CTL - L OUTR AILERON;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_L_SIDESTICK;2790N110;22;F/CTL - L SIDESTICK;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_L_TK_XFR;2821N312;192;L TK XFR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_MD_LAV_SMK_DET;2617N210;323;SMOKE - LAV SMOKE DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.50;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_MIXER_PRESS_REGUL;2121N150;262;COND - MIXER PRESS REGUL;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_MLGBAY_FIRE_DET;2611N100;316;FIRE - MLG BAY FIRE DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_MOST_SPLRS;2760N260;26;F/CTL - MOST SPLRS;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_1;3410N540;52;NAV - ADR 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_1_2;3410N510;49;NAV - ADR 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_1_2_3;3410N500;47;NAV - ADR 1+2+3;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_1_3;3410N520;50;NAV - ADR 1+3;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_2;3410N550;53;NAV - ADR 2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_2_3;3410N530;51;NAV - ADR 2+3;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_ADR_3;3410N560;54;NAV - ADR 3;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_GNSS_1;3436N300;62;NAV - GNSS 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_GNSS_1_2;3436N320;61;NAV - GNSS 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_GNSS_2;3436N310;63;NAV - GNSS 2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_LT_1;3341N010;348;EXT LT - NAV LT 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_RA_1_2;3442N020;45;NAV - RA CHAN A+B;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_RA_1_2_3;3442N010;44;NAV - RA CHAN A+B+C;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_RA_1_3;3442N030;46;NAV - RA CHAN A+C;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_NAV_RA_2_3;3442N040;47;NAV - RA CHAN B+C;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_OIS_AVNCS_DATA_XFR;4611N010;121;COM - OIS/AVNCS DATA XFR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_OIS_ON_CENTER;3160N050;337;OIS ON CENTER;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK1;2153N040;218;AIR - PACK 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK2;2153N050;219;AIR - PACK 2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK_BAY_1_VENT;2125N010;247;VENT - PACK BAY 1 VENT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK_BAY_2_VENT;2125N020;248;VENT - PACK BAY 2 VENT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK_BAY_VENT_DUAL;2125N030;246;VENT - PACK BAY 1+2 VENT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PACK_DUAL;2153N010;217;AIR - PACK 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.50;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PART_EMER_BRK;3243N070;25;BRAKES - PART EMER BRK;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PART_NORM_BRK;3242N030;21;PART NORM BRK;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PART_SPLRS;2760N250;27;F/CTL - PART SPLRS;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PAX_ADDRESS;4411N020;297;CAB COM - PASSENGER ADDRESS;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PAX_B_BAND_SMK_DET;2615N310;325;SMOKE - PAX BBAND SMK DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PAX_OXY_MASKS;3523N060;172;OXY - PAX OXY MASKS;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PWS_1;3471N510;80;SURV - PWS 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PWS_1_2;3471N500;79;SURV - PWS 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_PWS_2;3471N520;81;SURV - PWS 2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RAM_AIR;2121N072;250;COND - RAM AIR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_REACT_WDSHR_DET;2790N010;69;REACT W/S DET;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_REFUEL;2825N100;191;FUEL - REFUEL;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP1;2351N100;102;COM - RMP 1 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP2;2351N110;103;COM - RMP 2 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP3;2351N120;104;COM - RMP 3 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP_1_2;2351N130;99;COM - RMP 1+2 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP_1_2_3;2351N160;92;COM - RMP 1+2+3;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP_1_3;2351N140;100;COM - RMP 1+3 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RMP_2_3;2351N150;101;COM - RMP 2+3 FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RNP_AR;2280N060;42;NAV - RNP AR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_ROLL_OUT;2210N100;53;AUTO FLT - ROLL OUT INOP;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_ROP;3242N312;15;ROW/ROP;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_RUD_TRIMS;2722N030;24;F/CTL - RUDDER TRIM;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_AVNCS_SMK_DET;2615N210;319;SMOKE - R AVNCS SMOKE DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.50;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_ELEVATOR;2730N070;17;F/CTL - R ELEVATOR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_INR_AIL;2710N040;19;F/CTL - R INR AILERON;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_OUTR_AIL;2710N060;21;F/CTL - R OUTR AILERON;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_SIDESTICK;2790N120;23;F/CTL - R SIDESTICK;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_R_TK_XFR;2821N322;193;R TK XFR;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SATCOM;2328N010;115;COM - SATCOM;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SATCOM_DATALINK;2328N030;116;COM - SATCOM DATALINK;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLATS;2780N030;1;F/CTL - SLATS INOP;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLAT_SYS1;2780N060;7;F/CTL - SLAT SYS 1;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLAT_SYS2;2780N070;8;F/CTL - SLAT SYS 2;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_1L;5210N300;284;DOOR - 1L SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_1R;5210N210;285;DOOR - 1R SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_2L;5220N310;286;DOOR - 2L SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_2R;5210N220;287;DOOR - 2R SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_3L;5210N320;288;DOOR - 3L SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_3R;5210N230;289;DOOR - 3R SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_4L;5210N330;290;DOOR - 4L SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_4R;5210N240;291;DOOR - 4R SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_EEL;5210N340;292;DOOR - EMER EXIT L SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLIDE_EER;5210N250;293;DOOR - EMER EXIT R SLIDE;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLS_1;3436N210;67;NAV - SLS 1;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLS_1_2;3436N200;66;NAV - SLS 1+2;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SLS_2;3436N220;68;NAV - SLS 2;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SMK_DET;2616N100;317;SMOKE - ALL SMK DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.50;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SPD_BRKS;2760N060;25;F/CTL - SPD BRKS;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_STAB;2740N010;1;F/CTL - STAB;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_STALL_AUDIO;2790N770;3;STALL AUDIO WARNING;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_STBY_RAD_NAV;2351N131;122;COM - STBY RAD NAV;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_STEER_NW_BKUP_STEER;3251N012;34;STEER - N/W+BKUP STEER;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_STEER_NW_STEER;3251N011;35;STEER - N/W STEER;INOP_SYS;APPR_AND_LDG;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_SURV_SYS_DEGRADED;3471N040;91;SURV - SYS DEGRADED;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_TAWS_1_2;3471N100;82;SURV - TAWS 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_TCAS_1;3471N460;77;SURV - TCAS 1;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_TCAS_1_2;3471N450;76;SURV - TCAS 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_TCAS_2;3471N470;78;SURV - TCAS 2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_TERR_SYS_1_2;3471N130;83;SURV - TERR SYS 1+2;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_UPPER_CAB_REST_SMK_DET;2618N210;322;UPPR CCRC SMK DET;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.50;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VENT_AVNCS_BLOWING;2126N030;243;VENT - AVNCS BLOWING;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VENT_AVNCS_EXTRACT;2126N040;240;VENT - AVNCS EXTRACT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VENT_AVNCS_L_BLOWING;2126N010;244;VENT - AVNCS L BLOWING;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VENT_AVNCS_OVBD_VLV;2126N050;241;VENT - AVNCS OVBD VLV;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VENT_AVNCS_R_BLOWING;2126N020;245;VENT - AVNCS R BLOWING;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
FWIS_VHF1_SINGLE_FAULT;2312N210;106;COM - VHF 1 SINGLE FAULT;INOP_SYS;ALL_PHASE;;;;;123456789ABCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;FAUX;FAUX;FAUX;0
